Transaction,datetime,Item,beverage,other,kids,snacks,bread,breakfast_pastry,breakfast,dessert,condiments,lunch,other_food,hour,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday
1388,2016-11-15 13:36:05,CoffeeCoffeeSandwichHearty & Seasonal,2,0,0,0,0,0,0,0,0,1,1,13,False,False,False,False,True,False
1389,2016-11-15 13:43:28,CoffeeCoffeeSoup,2,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,True,False
1390,2016-11-15 13:46:27,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,False,False,False,True,False
1391,2016-11-15 13:48:06,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,False,False,False,True,False
1392,2016-11-15 14:04:23,Bread,0,0,0,0,1,0,0,0,0,0,0,14,False,False,False,False,True,False
1393,2016-11-15 14:14:15,Coffee,1,0,0,0,0,0,0,0,0,0,0,14,False,False,False,False,True,False
1394,2016-11-15 14:16:25,BreadSoup,0,0,0,0,1,0,0,0,0,1,0,14,False,False,False,False,True,False
1395,2016-11-15 14:40:51,CoffeeCoffeeHearty & SeasonalSoup,2,0,0,0,0,0,0,0,0,1,1,14,False,False,False,False,True,False
1396,2016-11-15 14:42:24,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,14,False,False,False,False,True,False
1397,2016-11-15 14:45:52,CoffeeMedialuna,1,0,0,0,0,1,0,0,0,0,0,14,False,False,False,False,True,False
1398,2016-11-15 14:47:10,Bread,0,0,0,0,1,0,0,0,0,0,0,14,False,False,False,False,True,False
1399,2016-11-15 14:59:40,BreadBrownie,0,0,0,0,1,0,0,1,0,0,0,14,False,False,False,False,True,False
1400,2016-11-15 15:07:33,Fudge,0,0,0,0,0,0,0,1,0,0,0,15,False,False,False,False,True,False
1401,2016-11-15 15:21:14,Coke,1,0,0,0,0,0,0,0,0,0,0,15,False,False,False,False,True,False
1402,2016-11-15 16:08:57,Coke,1,0,0,0,0,0,0,0,0,0,0,16,False,False,False,False,True,False
1403,2016-11-15 16:13:26,BrownieMuffin,0,0,0,0,0,1,0,1,0,0,0,16,False,False,False,False,True,False
1404,2016-11-15 17:02:22,TeaBreadTrufflesPastry,1,0,0,0,1,1,0,1,0,0,0,17,False,False,False,False,True,False
1405,2016-11-15 17:14:54,Tea,1,0,0,0,0,0,0,0,0,0,0,17,False,False,False,False,True,False
1406,2016-11-15 18:07:38,BreadTruffles,0,0,0,0,1,0,0,1,0,0,0,18,False,False,False,False,True,False
1407,2016-11-15 18:28:52,Medialuna,0,0,0,0,0,1,0,0,0,0,0,18,False,False,False,False,True,False
1408,2016-11-16 07:49:01,CoffeeMedialuna,1,0,0,0,0,1,0,0,0,0,0,7,False,False,False,False,False,True
1409,2016-11-16 08:01:06,Bread,0,0,0,0,1,0,0,0,0,0,0,8,False,False,False,False,False,True
1410,2016-11-16 09:06:07,PastryCoffee,1,0,0,0,0,1,0,0,0,0,0,9,False,False,False,False,False,True
1411,2016-11-16 09:13:57,CoffeeBreadNONEJam,1,1,0,0,1,0,0,0,1,0,0,9,False,False,False,False,False,True
1412,2016-11-16 09:15:43,BreadCoffeeNONE,1,1,0,0,1,0,0,0,0,0,0,9,False,False,False,False,False,True
1413,2016-11-16 09:17:50,Coke,1,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,False,True
1414,2016-11-16 09:22:42,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,False,False,False,False,True
1415,2016-11-16 09:27:52,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,False,True
1416,2016-11-16 09:34:51,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,False,True
1417,2016-11-16 09:37:17,Pastry,0,0,0,0,0,1,0,0,0,0,0,9,False,False,False,False,False,True
1418,2016-11-16 09:43:06,ScandinavianPastryNONE,0,1,0,0,1,1,0,0,0,0,0,9,False,False,False,False,False,True
1419,2016-11-16 09:47:00,BreadNONEGranola,0,1,0,0,1,0,1,0,0,0,0,9,False,False,False,False,False,True
1420,2016-11-16 09:51:28,TeaCoffeePastry,2,0,0,0,0,1,0,0,0,0,0,9,False,False,False,False,False,True
1421,2016-11-16 09:52:54,BreadMineral water,1,0,0,0,1,0,0,0,0,0,0,9,False,False,False,False,False,True
1422,2016-11-16 10:23:46,TeaMedialuna,1,0,0,0,0,1,0,0,0,0,0,10,False,False,False,False,False,True
1423,2016-11-16 10:25:47,Brownie,0,0,0,0,0,0,0,1,0,0,0,10,False,False,False,False,False,True
1424,2016-11-16 10:33:39,TeaCoffeePastry,2,0,0,0,0,1,0,0,0,0,0,10,False,False,False,False,False,True
1425,2016-11-16 10:39:05,Hot chocolateCoffeeCake,2,0,0,0,0,0,0,1,0,0,0,10,False,False,False,False,False,True
1426,2016-11-16 10:50:39,Bread,0,0,0,0,1,0,0,0,0,0,0,10,False,False,False,False,False,True
1427,2016-11-16 10:51:55,BreadJam,0,0,0,0,1,0,0,0,1,0,0,10,False,False,False,False,False,True
1428,2016-11-16 10:52:49,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,10,False,False,False,False,False,True
1429,2016-11-16 11:00:07,BreadCoffeePastryCake,1,0,0,0,1,1,0,1,0,0,0,11,False,False,False,False,False,True
1430,2016-11-16 11:20:25,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,False,False,False,True
1431,2016-11-16 11:23:00,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,False,False,False,False,True
1432,2016-11-16 11:30:41,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,False,False,False,True
1433,2016-11-16 11:34:03,CoffeeCake,1,0,0,0,0,0,0,1,0,0,0,11,False,False,False,False,False,True
1434,2016-11-16 11:42:25,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,False,False,False,False,True
1435,2016-11-16 12:06:39,Coffee,1,0,0,0,0,0,0,0,0,0,0,12,False,False,False,False,False,True
1436,2016-11-16 12:19:46,CoffeeSoup,1,0,0,0,0,0,0,0,0,1,0,12,False,False,False,False,False,True
1437,2016-11-16 12:22:05,ScandinavianBread,0,0,0,0,2,0,0,0,0,0,0,12,False,False,False,False,False,True
1438,2016-11-16 12:25:18,SandwichSoupBreadCake,0,0,0,0,1,0,0,1,0,2,0,12,False,False,False,False,False,True
1439,2016-11-16 12:29:31,CoffeeBreadTartine,1,0,0,0,1,0,0,1,0,0,0,12,False,False,False,False,False,True
1440,2016-11-16 12:33:18,Soup,0,0,0,0,0,0,0,0,0,1,0,12,False,False,False,False,False,True
1441,2016-11-16 12:36:43,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,False,False,False,True
1442,2016-11-16 12:39:27,SoupJuiceBrownie,1,0,0,0,0,0,0,1,0,1,0,12,False,False,False,False,False,True
1443,2016-11-16 12:55:30,Coffee,1,0,0,0,0,0,0,0,0,0,0,12,False,False,False,False,False,True
1444,2016-11-16 13:07:04,Hearty & Seasonal,0,0,0,0,0,0,0,0,0,0,1,13,False,False,False,False,False,True
1445,2016-11-16 13:15:30,CoffeeSoupSandwichTeaCake,2,0,0,0,0,0,0,1,0,2,0,13,False,False,False,False,False,True
1446,2016-11-16 13:23:42,TeaSoup,1,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,False,True
1447,2016-11-16 13:24:47,CoffeeBreadSandwich,1,0,0,0,1,0,0,0,0,1,0,13,False,False,False,False,False,True
1448,2016-11-16 13:46:27,SoupCoffee,1,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,False,True
1449,2016-11-16 13:46:49,SoupCoffee,1,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,False,True
1450,2016-11-16 13:47:16,TeaSoup,1,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,False,True
1451,2016-11-16 13:52:41,NONECake,0,1,0,0,0,0,0,1,0,0,0,13,False,False,False,False,False,True
1452,2016-11-16 13:55:04,CoffeeTeaCakeMuffin,2,0,0,0,0,1,0,1,0,0,0,13,False,False,False,False,False,True
1453,2016-11-16 13:57:13,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,False,False,False,False,True
1454,2016-11-16 14:06:09,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,14,False,False,False,False,False,True
1455,2016-11-16 14:19:12,CoffeeTea,2,0,0,0,0,0,0,0,0,0,0,14,False,False,False,False,False,True
1456,2016-11-16 14:40:47,TeaSoup,1,0,0,0,0,0,0,0,0,1,0,14,False,False,False,False,False,True
1457,2016-11-16 14:43:29,CoffeeTeaCake,2,0,0,0,0,0,0,1,0,0,0,14,False,False,False,False,False,True
1458,2016-11-16 14:44:42,BreadBread,0,0,0,0,2,0,0,0,0,0,0,14,False,False,False,False,False,True
1459,2016-11-16 14:46:23,Hearty & Seasonal,0,0,0,0,0,0,0,0,0,0,1,14,False,False,False,False,False,True
1460,2016-11-16 14:52:58,BreadMineral waterBrownie,1,0,0,0,1,0,0,1,0,0,0,14,False,False,False,False,False,True
1461,2016-11-16 15:02:05,Fudge,0,0,0,0,0,0,0,1,0,0,0,15,False,False,False,False,False,True
1462,2016-11-16 15:25:49,MuffinHot chocolateCoffee,2,0,0,0,0,1,0,0,0,0,0,15,False,False,False,False,False,True
1463,2016-11-16 15:30:02,TeaMuffin,1,0,0,0,0,1,0,0,0,0,0,15,False,False,False,False,False,True
1464,2016-11-16 15:31:29,CakeCoffee,1,0,0,0,0,0,0,1,0,0,0,15,False,False,False,False,False,True
1465,2016-11-16 15:34:04,Victorian Sponge,0,0,0,0,0,0,0,1,0,0,0,15,False,False,False,False,False,True
1466,2016-11-16 15:35:48,SoupSandwichTea,1,0,0,0,0,0,0,0,0,2,0,15,False,False,False,False,False,True
1467,2016-11-16 15:58:16,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,15,False,False,False,False,False,True
1468,2016-11-16 16:16:03,Coffee,1,0,0,0,0,0,0,0,0,0,0,16,False,False,False,False,False,True
1469,2016-11-16 16:21:53,Bread,0,0,0,0,1,0,0,0,0,0,0,16,False,False,False,False,False,True
1470,2016-11-16 16:30:20,TartineBreadCoffee,1,0,0,0,1,0,0,1,0,0,0,16,False,False,False,False,False,True
1471,2016-11-16 16:36:06,MedialunaMedialuna,0,0,0,0,0,2,0,0,0,0,0,16,False,False,False,False,False,True
1472,2016-11-16 17:03:38,Bread,0,0,0,0,1,0,0,0,0,0,0,17,False,False,False,False,False,True
1473,2016-11-16 17:24:32,BreadScandinavian,0,0,0,0,2,0,0,0,0,0,0,17,False,False,False,False,False,True
1474,2016-11-16 18:25:28,Bread,0,0,0,0,1,0,0,0,0,0,0,18,False,False,False,False,False,True
1475,2016-11-17 07:54:15,CoffeeMedialuna,1,0,0,0,0,1,0,0,0,0,0,7,False,False,False,True,False,False
1476,2016-11-17 08:06:20,Siblings,0,1,0,0,0,0,0,0,0,0,0,8,False,False,False,True,False,False
1477,2016-11-17 08:07:49,Siblings,0,1,0,0,0,0,0,0,0,0,0,8,False,False,False,True,False,False
1478,2016-11-17 08:50:15,BreadMedialuna,0,0,0,0,1,1,0,0,0,0,0,8,False,False,False,True,False,False
1479,2016-11-17 09:15:26,MedialunaPastryNONE,0,1,0,0,0,2,0,0,0,0,0,9,False,False,False,True,False,False
1480,2016-11-17 09:33:47,Keeping It LocalTea,1,0,0,0,0,0,0,0,0,0,1,9,False,False,False,True,False,False
1482,2016-11-17 10:07:52,Farm House,0,0,0,0,0,0,0,0,0,0,1,10,False,False,False,True,False,False
1483,2016-11-17 10:09:39,Pastry,0,0,0,0,0,1,0,0,0,0,0,10,False,False,False,True,False,False
1484,2016-11-17 10:10:01,Farm House,0,0,0,0,0,0,0,0,0,0,1,10,False,False,False,True,False,False
1485,2016-11-17 10:10:33,NONETea,1,1,0,0,0,0,0,0,0,0,0,10,False,False,False,True,False,False
1486,2016-11-17 10:19:29,TeaNONEScandinavian,1,1,0,0,1,0,0,0,0,0,0,10,False,False,False,True,False,False
1487,2016-11-17 10:43:33,CoffeeMuffin,1,0,0,0,0,1,0,0,0,0,0,10,False,False,False,True,False,False
1488,2016-11-17 10:48:58,Coffee,1,0,0,0,0,0,0,0,0,0,0,10,False,False,False,True,False,False
1490,2016-11-17 10:51:35,Bread,0,0,0,0,1,0,0,0,0,0,0,10,False,False,False,True,False,False
1491,2016-11-17 10:54:06,Farm HouseScandinavianCoffeePastry,1,0,0,0,1,1,0,0,0,0,1,10,False,False,False,True,False,False
1492,2016-11-17 10:58:55,Coffee,1,0,0,0,0,0,0,0,0,0,0,10,False,False,False,True,False,False
1493,2016-11-17 11:06:46,CoffeeKeeping It Local,1,0,0,0,0,0,0,0,0,0,1,11,False,False,False,True,False,False
1494,2016-11-17 11:07:43,NONEBread,0,1,0,0,1,0,0,0,0,0,0,11,False,False,False,True,False,False
1495,2016-11-17 11:09:40,Jam,0,0,0,0,0,0,0,0,1,0,0,11,False,False,False,True,False,False
1496,2016-11-17 11:22:22,AlfajoresMedialunaCoffeeBread,1,0,0,0,1,1,0,1,0,0,0,11,False,False,False,True,False,False
1497,2016-11-17 11:23:41,CoffeeKeeping It Local,1,0,0,0,0,0,0,0,0,0,1,11,False,False,False,True,False,False
1498,2016-11-17 11:26:23,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,False,False,True,False,False
1499,2016-11-17 11:37:08,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,False,True,False,False
1500,2016-11-17 11:49:36,TeaMuffin,1,0,0,0,0,1,0,0,0,0,0,11,False,False,False,True,False,False
1501,2016-11-17 11:56:03,CoffeeHot chocolateAlfajores,2,0,0,0,0,0,0,1,0,0,0,11,False,False,False,True,False,False
1502,2016-11-17 12:03:57,BreadPastryBread,0,0,0,0,2,1,0,0,0,0,0,12,False,False,False,True,False,False
1503,2016-11-17 12:06:10,Coffee,1,0,0,0,0,0,0,0,0,0,0,12,False,False,False,True,False,False
1504,2016-11-17 12:09:52,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,False,True,False,False
1505,2016-11-17 12:15:00,Tea,1,0,0,0,0,0,0,0,0,0,0,12,False,False,False,True,False,False
1506,2016-11-17 12:19:45,CoffeeSandwich,1,0,0,0,0,0,0,0,0,1,0,12,False,False,False,True,False,False
1507,2016-11-17 12:21:08,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,False,True,False,False
1508,2016-11-17 12:23:30,Soup,0,0,0,0,0,0,0,0,0,1,0,12,False,False,False,True,False,False
1509,2016-11-17 12:31:35,Coffee,1,0,0,0,0,0,0,0,0,0,0,12,False,False,False,True,False,False
1510,2016-11-17 12:33:34,Tea,1,0,0,0,0,0,0,0,0,0,0,12,False,False,False,True,False,False
1511,2016-11-17 12:34:23,CoffeeSoupArt TrayPastry,1,0,0,0,0,1,0,0,0,1,1,12,False,False,False,True,False,False
1512,2016-11-17 12:49:02,Hearty & SeasonalMineral waterAlfajores,1,0,0,0,0,0,0,1,0,0,1,12,False,False,False,True,False,False
1513,2016-11-17 12:49:29,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,False,True,False,False
1514,2016-11-17 12:56:27,CoffeeHearty & SeasonalHearty & SeasonalAlfajoresAlfajoresCakeBread,1,0,0,0,1,0,0,3,0,0,2,12,False,False,False,True,False,False
1515,2016-11-17 12:58:29,NONECoffee,1,1,0,0,0,0,0,0,0,0,0,12,False,False,False,True,False,False
1516,2016-11-17 13:09:34,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,False,False,True,False,False
1517,2016-11-17 13:18:58,Cake,0,0,0,0,0,0,0,1,0,0,0,13,False,False,False,True,False,False
1518,2016-11-17 13:21:43,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,False,False,True,False,False
1519,2016-11-17 13:22:54,Fudge,0,0,0,0,0,0,0,1,0,0,0,13,False,False,False,True,False,False
1520,2016-11-17 13:23:36,Muffin,0,0,0,0,0,1,0,0,0,0,0,13,False,False,False,True,False,False
1521,2016-11-17 13:25:21,BreadCoffee,1,0,0,0,1,0,0,0,0,0,0,13,False,False,False,True,False,False
1522,2016-11-17 13:33:52,CoffeeHearty & SeasonalSandwichBread,1,0,0,0,1,0,0,0,0,1,1,13,False,False,False,True,False,False
1523,2016-11-17 13:36:34,SoupCoffee,1,0,0,0,0,0,0,0,0,1,0,13,False,False,False,True,False,False
1524,2016-11-17 13:38:20,CoffeeHearty & SeasonalKeeping It Local,1,0,0,0,0,0,0,0,0,0,2,13,False,False,False,True,False,False
1525,2016-11-17 13:51:58,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,False,False,True,False,False
1526,2016-11-17 13:53:52,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,13,False,False,False,True,False,False
1527,2016-11-17 13:55:53,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,13,False,False,False,True,False,False
1528,2016-11-17 13:58:45,CoffeeAlfajores,1,0,0,0,0,0,0,1,0,0,0,13,False,False,False,True,False,False
1529,2016-11-17 14:02:11,Coffee,1,0,0,0,0,0,0,0,0,0,0,14,False,False,False,True,False,False
1530,2016-11-17 14:27:22,SoupBrownie,0,0,0,0,0,0,0,1,0,1,0,14,False,False,False,True,False,False
1531,2016-11-17 14:35:58,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,14,False,False,False,True,False,False
1532,2016-11-17 14:47:01,Bread,0,0,0,0,1,0,0,0,0,0,0,14,False,False,False,True,False,False
1533,2016-11-17 14:52:45,Bread,0,0,0,0,1,0,0,0,0,0,0,14,False,False,False,True,False,False
1534,2016-11-17 14:56:01,BreadScandinavianCoffee,1,0,0,0,2,0,0,0,0,0,0,14,False,False,False,True,False,False
1535,2016-11-17 15:01:21,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,15,False,False,False,True,False,False
1536,2016-11-17 15:13:25,Coffee,1,0,0,0,0,0,0,0,0,0,0,15,False,False,False,True,False,False
1537,2016-11-17 15:14:51,Soup,0,0,0,0,0,0,0,0,0,1,0,15,False,False,False,True,False,False
1538,2016-11-17 15:18:18,CoffeeMuffin,1,0,0,0,0,1,0,0,0,0,0,15,False,False,False,True,False,False
1539,2016-11-17 15:30:16,CakeBreadHot chocolate,1,0,0,0,1,0,0,1,0,0,0,15,False,False,False,True,False,False
1540,2016-11-17 16:08:15,CoffeeCake,1,0,0,0,0,0,0,1,0,0,0,16,False,False,False,True,False,False
1541,2016-11-17 16:09:51,CakeAlfajoresCoffeeTea,2,0,0,0,0,0,0,2,0,0,0,16,False,False,False,True,False,False
1542,2016-11-17 16:15:13,Bread,0,0,0,0,1,0,0,0,0,0,0,16,False,False,False,True,False,False
1543,2016-11-17 16:30:07,Coffee,1,0,0,0,0,0,0,0,0,0,0,16,False,False,False,True,False,False
1544,2016-11-17 16:32:44,CoffeeTeaHot chocolateBrownieAlfajoresBread,3,0,0,0,1,0,0,2,0,0,0,16,False,False,False,True,False,False
1545,2016-11-17 16:36:02,Hot chocolateTeaBrownieAlfajores,2,0,0,0,0,0,0,2,0,0,0,16,False,False,False,True,False,False
1546,2016-11-17 16:37:28,Coffee,1,0,0,0,0,0,0,0,0,0,0,16,False,False,False,True,False,False
1547,2016-11-17 17:00:54,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,17,False,False,False,True,False,False
1548,2016-11-17 17:16:52,CoffeeCookies,1,0,0,0,0,0,0,1,0,0,0,17,False,False,False,True,False,False
1549,2016-11-17 17:31:43,BreadCoffee,1,0,0,0,1,0,0,0,0,0,0,17,False,False,False,True,False,False
1550,2016-11-18 08:10:57,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,8,False,False,False,False,False,False
1551,2016-11-18 08:21:22,CoffeeMedialuna,1,0,0,0,0,1,0,0,0,0,0,8,False,False,False,False,False,False
1552,2016-11-18 08:35:17,NONECoffeeCoffee,2,1,0,0,0,0,0,0,0,0,0,8,False,False,False,False,False,False
1553,2016-11-18 08:38:25,Coffee,1,0,0,0,0,0,0,0,0,0,0,8,False,False,False,False,False,False
1554,2016-11-18 08:43:53,MedialunaPastry,0,0,0,0,0,2,0,0,0,0,0,8,False,False,False,False,False,False
1555,2016-11-18 08:54:50,CoffeeTeaPastryMuffin,2,0,0,0,0,2,0,0,0,0,0,8,False,False,False,False,False,False
1556,2016-11-18 09:06:40,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,9,False,False,False,False,False,False
1557,2016-11-18 09:08:13,BreadCoffeeKeeping It Local,1,0,0,0,1,0,0,0,0,0,1,9,False,False,False,False,False,False
1558,2016-11-18 09:12:43,NONEBreadBreadPastry,0,1,0,0,2,1,0,0,0,0,0,9,False,False,False,False,False,False
1559,2016-11-18 09:14:42,NONECoffeeMedialuna,1,1,0,0,0,1,0,0,0,0,0,9,False,False,False,False,False,False
1560,2016-11-18 09:24:38,NONEBread,0,1,0,0,1,0,0,0,0,0,0,9,False,False,False,False,False,False
1561,2016-11-18 09:26:06,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,False,False
1562,2016-11-18 09:26:42,NONECoffeeCoffee,2,1,0,0,0,0,0,0,0,0,0,9,False,False,False,False,False,False
1563,2016-11-18 09:52:49,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,False,False,False,False,False
1564,2016-11-18 09:55:12,BreadTeaPastry,1,0,0,0,1,1,0,0,0,0,0,9,False,False,False,False,False,False
1565,2016-11-18 10:06:25,CoffeeCookies,1,0,0,0,0,0,0,1,0,0,0,10,False,False,False,False,False,False
1566,2016-11-18 10:07:57,BreadBreadNONE,0,1,0,0,2,0,0,0,0,0,0,10,False,False,False,False,False,False
1567,2016-11-18 10:08:41,Coffee,1,0,0,0,0,0,0,0,0,0,0,10,False,False,False,False,False,False
1568,2016-11-18 10:11:26,NONECoffee,1,1,0,0,0,0,0,0,0,0,0,10,False,False,False,False,False,False
1569,2016-11-18 10:34:10,NONETeaBread,1,1,0,0,1,0,0,0,0,0,0,10,False,False,False,False,False,False
1570,2016-11-18 10:41:01,CoffeeCoffeeMedialunaBread,2,0,0,0,1,1,0,0,0,0,0,10,False,False,False,False,False,False
1571,2016-11-18 10:48:08,BreadNONE,0,1,0,0,1,0,0,0,0,0,0,10,False,False,False,False,False,False
1572,2016-11-18 10:49:51,PastryCoffee,1,0,0,0,0,1,0,0,0,0,0,10,False,False,False,False,False,False
1573,2016-11-18 10:55:19,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,10,False,False,False,False,False,False
1574,2016-11-18 10:58:04,CoffeeBreadAlfajores,1,0,0,0,1,0,0,1,0,0,0,10,False,False,False,False,False,False
1575,2016-11-18 11:04:01,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,False,False,False,False,False
1576,2016-11-18 11:14:26,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,False,False,False,False
1577,2016-11-18 11:16:44,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,False,False,False,False
1578,2016-11-18 11:18:02,Farm House,0,0,0,0,0,0,0,0,0,0,1,11,False,False,False,False,False,False
1579,2016-11-18 11:20:21,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,False,False,False,False
1580,2016-11-18 11:21:08,CoffeeTea,2,0,0,0,0,0,0,0,0,0,0,11,False,False,False,False,False,False
1581,2016-11-18 11:22:32,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,False,False,False,False,False
1582,2016-11-18 11:24:28,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,False,False,False,False,False
1583,2016-11-18 11:36:39,CoffeeSoup,1,0,0,0,0,0,0,0,0,1,0,11,False,False,False,False,False,False
1584,2016-11-18 11:36:59,Soup,0,0,0,0,0,0,0,0,0,1,0,11,False,False,False,False,False,False
1585,2016-11-18 11:48:21,Farm HousePastry,0,0,0,0,0,1,0,0,0,0,1,11,False,False,False,False,False,False
1586,2016-11-18 11:50:39,Soup,0,0,0,0,0,0,0,0,0,1,0,11,False,False,False,False,False,False
1587,2016-11-18 11:54:07,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,False,False,False,False,False
1588,2016-11-18 12:16:27,CoffeeCoffeeBrownie,2,0,0,0,0,0,0,1,0,0,0,12,False,False,False,False,False,False
1589,2016-11-18 12:34:49,CoffeeBreadSandwich,1,0,0,0,1,0,0,0,0,1,0,12,False,False,False,False,False,False
1590,2016-11-18 12:38:59,Coffee,1,0,0,0,0,0,0,0,0,0,0,12,False,False,False,False,False,False
1591,2016-11-18 12:56:13,SandwichSoupBreadTea,1,0,0,0,1,0,0,0,0,2,0,12,False,False,False,False,False,False
1592,2016-11-18 12:58:38,SoupArt TrayMy-5 Fruit ShootBreadMuffin,0,0,1,0,1,1,0,0,0,1,1,12,False,False,False,False,False,False
1593,2016-11-18 12:59:40,TeaSandwich,1,0,0,0,0,0,0,0,0,1,0,12,False,False,False,False,False,False
1594,2016-11-18 13:14:11,BreadSoup,0,0,0,0,1,0,0,0,0,1,0,13,False,False,False,False,False,False
1595,2016-11-18 13:15:48,SoupTea,1,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,False,False
1597,2016-11-18 13:41:47,Farm House,0,0,0,0,0,0,0,0,0,0,1,13,False,False,False,False,False,False
1598,2016-11-18 13:56:05,Mineral waterMineral waterCoffeeSoupSandwich,3,0,0,0,0,0,0,0,0,2,0,13,False,False,False,False,False,False
1599,2016-11-18 14:01:41,BreadCoffeeKeeping It Local,1,0,0,0,1,0,0,0,0,0,1,14,False,False,False,False,False,False
1600,2016-11-18 14:09:27,SoupBread,0,0,0,0,1,0,0,0,0,1,0,14,False,False,False,False,False,False
1601,2016-11-18 14:14:44,Art TrayCoffeeBreadHearty & SeasonalHearty & Seasonal,1,0,0,0,1,0,0,0,0,0,3,14,False,False,False,False,False,False
1602,2016-11-18 14:31:15,Bread,0,0,0,0,1,0,0,0,0,0,0,14,False,False,False,False,False,False
1603,2016-11-18 14:34:26,Farm House,0,0,0,0,0,0,0,0,0,0,1,14,False,False,False,False,False,False
1604,2016-11-18 14:41:48,Brownie,0,0,0,0,0,0,0,1,0,0,0,14,False,False,False,False,False,False
1605,2016-11-18 14:44:44,Farm House,0,0,0,0,0,0,0,0,0,0,1,14,False,False,False,False,False,False
1606,2016-11-18 14:47:09,BreadSoupAlfajores,0,0,0,0,1,0,0,1,0,1,0,14,False,False,False,False,False,False
1607,2016-11-18 14:48:50,CokeCoffeeMedialunaCake,2,0,0,0,0,1,0,1,0,0,0,14,False,False,False,False,False,False
1608,2016-11-18 14:58:40,ScandinavianAlfajoresAlfajores,0,0,0,0,1,0,0,2,0,0,0,14,False,False,False,False,False,False
1609,2016-11-18 15:00:45,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,15,False,False,False,False,False,False
1610,2016-11-18 15:02:04,Hot chocolatePastry,1,0,0,0,0,1,0,0,0,0,0,15,False,False,False,False,False,False
1611,2016-11-18 15:35:42,CokeCoffeeBrownie,2,0,0,0,0,0,0,1,0,0,0,15,False,False,False,False,False,False
1612,2016-11-18 15:45:06,Farm House,0,0,0,0,0,0,0,0,0,0,1,15,False,False,False,False,False,False
1613,2016-11-18 15:45:54,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,15,False,False,False,False,False,False
1614,2016-11-18 15:59:41,Farm House,0,0,0,0,0,0,0,0,0,0,1,15,False,False,False,False,False,False
1615,2016-11-18 16:00:38,Farm House,0,0,0,0,0,0,0,0,0,0,1,16,False,False,False,False,False,False
1616,2016-11-18 16:03:01,CookiesBrownieCoffeeTea,2,0,0,0,0,0,0,2,0,0,0,16,False,False,False,False,False,False
1617,2016-11-18 16:06:09,TeaCoffeeMedialunaCookiesFarm House,2,0,0,0,0,1,0,1,0,0,1,16,False,False,False,False,False,False
